"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4280791";"";"None";"314.45";"0";"3.15";"19e";"CNC(=S)NCC1(C)CCc2ccc3ccc(OC)cc3c21";"EC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4252026";"Agonist activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251551";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4277390";"";"None";"314.45";"0";"3.36";"17l";"CCNC(=S)NCC1CCc2ccc3ccc(OC)cc3c21";"EC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4252026";"Agonist activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251551";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4755860";"";"None";"245.28";"0";"1.32";"7a";"COc1ccc2ncnc(CCNC(C)=O)c2c1";"Ki";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"27.06";"0.50";"5.32";"10.35";"0";"CHEMBL4684895";"Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cells incubated for 120 mins by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680188";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 2.0 hr";"AGONIST";""
"CHEMBL4757920";"";"None";"259.31";"0";"1.71";"7b";"CCC(=O)NCCc1ncnc2ccc(OC)cc12";"EC50";"'='";"432.0";"nM";"6.37";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4684897";"Agonist activity at human MT1 expressed in CHO cell membrane incubated for 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"CHO";"Cell membrane";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680188";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";""
"CHEMBL4277390";"";"None";"314.45";"0";"3.36";"17l";"CCNC(=S)NCC1CCc2ccc3ccc(OC)cc3c21";"Emax";"'='";"38.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4252027";"Agonist activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251551";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4869029";"";"None";"271.36";"0";"2.52";"6b";"CCC(=O)NCCC1CCc2ccc3nn(C)cc3c21";"Ki";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"35.09";"0.65";"7.00";"20.30";"0";"CHEMBL4835153";"Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cell membrane incubated for 150 mins by radioligand binding assay";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"CHO";"Cell membrane";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834409";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.5 hr";"AGONIST";""
"CHEMBL3260984";"";"None";"319.45";"0";"4.04";"64";"CCCCCCOc1ccc2c(c1)C(CCNC(C)=O)CCO2";"Ki";"'='";"3.4";"nM";"8.47";"";"";"UO_0000065";"26.51";"0.50";"4.43";"17.81";"0";"CHEMBL3269751";"Displacement of [125I]2-iodomelatonin from human MT1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259722";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";""
"CHEMBL329086";"";"None";"379.46";"0";"4.28";"43c";"C=CCC(=O)NCCc1c(Cc2cccc(OC)c2)oc2ccc(OC)cc12";"Ki";"'='";"21.6";"nM";"7.67";"";"";"UO_0000065";"20.20";"0.37";"3.39";"12.63";"1";"CHEMBL3268979";"Displacement of [125I]2-iodomelatonin from MT1 receptor (unknown origin) expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259722";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307715";"";"";""
"CHEMBL339105";"";"None";"322.41";"0";"3.45";"38b";"COc1ccc2[nH]c(Cc3ccccc3)c(CCNC(C)=O)c2c1";"Ki";"'='";"32.7";"nM";"7.49";"";"";"UO_0000065";"23.22";"0.43";"4.04";"13.83";"0";"CHEMBL3268962";"Displacement of [125I]2-iodomelatonin from human recombinant MT1 receptor expressed in African green monkey COS7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259722";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307648";"";"";""
"CHEMBL1097525";"";"None";"424.54";"1";"5.02";"62";"CC(=O)NCCc1cccc2ccc(-c3ccc4cccc(CCNC(C)=O)c4c3)cc12";"Ki";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"19.51";"0.35";"3.26";"14.23";"0";"CHEMBL3269751";"Displacement of [125I]2-iodomelatonin from human MT1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259722";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";""
"CHEMBL3612470";"";"None";"294.40";"0";"3.14";"(+)-8e";"CC(=O)NC[C@@H]1CCc2ccccc2N1Cc1ccccc1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3614203";"Intrinsic activity at human MT1 receptor transfected in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL99083";"";"None";"202.26";"0";"1.85";"5e";"CC(=O)NCCc1cc2ccccc2[nH]1";"Ki";"'='";"2454.71";"nM";"5.61";"";"";"UO_0000065";"27.74";"0.51";"3.76";"12.50";"1";"CHEMBL715955";"Binding affinity towards melatonin receptor type 1A stably expressed in NIH3T3 rat fibroblast cells using 2-[125I]iodomelatonin (100 pM) as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134444";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3307716";"";"";""
"CHEMBL3612602";"";"None";"334.46";"0";"3.92";"8g";"O=C(NCC1CCc2ccccc2N1Cc1ccccc1)C1CCC1";"Ki";"'='";"633.0";"nM";"6.20";"";"";"UO_0000065";"18.53";"0.34";"2.28";"19.17";"0";"CHEMBL3614202";"Displacement of 2-[125I]-Iodomelatonin from human MT1 receptor transfected in CHO cell membranes after 120 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL4860729";"";"None";"317.39";"0";"2.36";"8f";"CCOc1nc2ccc(OC)cc2n1CCNC(=O)C1CCC1";"RBA";"'='";"98.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4834836";"Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in CHO cells at 1 uM incubated for 60 mins by scintillation counting analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834400";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 1.0 microM | TIME = 1.0 hr";"AGONIST";""
"CHEMBL113692";"";"None";"233.27";"0";"1.18";"4";"COc1ccc2ncn(CCNC(C)=O)c2c1";"RBA";"'='";"66.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4834836";"Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in CHO cells at 1 uM incubated for 60 mins by scintillation counting analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834400";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 1.0 microM | TIME = 1.0 hr";"AGONIST";""
"CHEMBL4875780";"";"None";"311.77";"0";"2.23";"15b";"COc1cc2c(cc1Cl)nc(OC)n2CCCNC(C)=O";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4834838";"Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in CHO cells incubated for 60 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834400";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";""
"CHEMBL45";"MELATONIN";"4.0";"232.28";"0";"1.86";"Melatonin";"COc1ccc2[nH]cc(CCNC(C)=O)c2c1";"EC50";"'='";"0.022";"nM";"10.66";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4835169";"Agonist activity at human MT1 expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by AlphaScreen assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834409";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.5 hr";"AGONIST";""
"CHEMBL3741992";"";"None";"418.85";"0";"3.28";"15";"Cc1cc(Cl)c(OCCO)cc1NC(=O)C1=CNC(=O)C[C@H]1c1ccc(F)cc1";"Inhibition";"'<'";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3744771";"Inhibition of human melatonin receptor type 1A at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739255";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL4549667";"TP-030-2";"None";"481.35";"0";"3.12";"EUB0000720";"CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21";"Inhibition";"";"33.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880817";"Melatonin MT1 Eurofins-Panlabs radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Detection method: Radioligand Binding | Incubation temperature: 25 °C | Incubation time: 3 h | Ligand: [125I] 2-Iodomelatonin | Ligand concentration None 0.05 nM | Non-specific ligand with concentration: 1 μM 6-chloromelatonin | Reference compound: Melatonin | reference compound IC50 None 0.21 nM | Source of protein: Human recombinant CHO-K1 cells";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507326";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4453769";"";"None";"364.44";"0";"4.52";"7";"CCOCc1ccc(O)c(Cc2ccc(O)c(Cc3ccc(O)cc3)c2)c1";"Activity";"'='";"-5.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4390239";"Agonist activity at MT1 receptor (unknown origin) expressed in HEK293 cells at 0.5 mM by Fluo-8 dye-based calcium assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387755";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4439171";"";"None";"501.43";"2";"5.58";"2j";"C/N=C(/c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1[nH]c2ccc(OC)cc2c1CCNC(=O)OC";"Inhibition";"'='";"75.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4391158";"Inhibition of human MTNR1 receptor at 500 nM using TMB as substrate preincubated for 1 hr followed by substrate addition by ELISA relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390651";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL4439171";"";"None";"501.43";"2";"5.58";"2j";"C/N=C(/c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1[nH]c2ccc(OC)cc2c1CCNC(=O)OC";"Inhibition";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4391160";"Inhibition of human MTNR1 receptor at 5 uM using TMB as substrate preincubated for 1 hr followed by substrate addition by ELISA relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390651";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL4581169";"";"None";"363.46";"0";"4.23";"2g";"CC/N=C(/c1ccc(C)cc1)c1[nH]c2ccccc2c1CCNC(=O)OC";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4391163";"Inhibition of human MTNR1 receptor at 500 nM to 5 uM using TMB as substrate preincubated for 1 hr followed by substrate addition by ELISA relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390651";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL3759859";"";"None";"309.37";"0";"3.66";"15b";"COc1ccc2ccc3oc(CCNC(=O)C4CC4)cc3c2c1";"Ki";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"23.07";"0.42";"3.48";"13.87";"0";"CHEMBL3762920";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758099";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3759180";"";"None";"312.37";"0";"3.46";"15c";"CCNC(=O)NCCc1cc2c(ccc3ccc(OC)cc32)o1";"Ki";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"21.38";"0.40";"3.22";"10.52";"0";"CHEMBL3762920";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758099";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3759677";"";"None";"314.41";"0";"3.58";"10i";"CCNC(=S)NCc1cc2c(ccc3ccc(OC)cc32)o1";"Ki";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"21.80";"0.43";"3.27";"14.76";"0";"CHEMBL3762920";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758099";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3759054";"";"None";"297.35";"0";"3.87";"3c";"COc1ccc2ccc3occ(CNC(=O)C(C)C)c3c2c1";"Emax";"'='";"57.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3762921";"Intrinsic activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758099";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3759080";"";"None";"298.34";"0";"3.41";"10f";"CCNC(=O)NCc1cc2c(ccc3ccc(OC)cc32)o1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3762921";"Intrinsic activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758099";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308072";"";"";""
"CHEMBL34730";"";"None";"266.73";"0";"2.51";"6-chloromelatonin";"COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl";"Ki";"'='";"11.4";"nM";"7.94";"";"";"UO_0000065";"29.78";"0.60";"5.43";"14.68";"1";"CHEMBL4324462";"Binding affinity to MT1 receptor (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321851";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";""
"CHEMBL339105";"";"None";"322.41";"0";"3.45";"5-methoxyluzindole";"COc1ccc2[nH]c(Cc3ccccc3)c(CCNC(C)=O)c2c1";"Ki";"'='";"32.7";"nM";"7.49";"";"";"UO_0000065";"23.22";"0.43";"4.04";"13.83";"1";"CHEMBL4324453";"Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in COS7 cells incubated for 1.5 hrs by gamma counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321851";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";""
"CHEMBL4062947";"";"None";"273.34";"0";"2.10";"11g";"CCNC(=O)NCCc1cccc2ccc(OC)nc12";"Emax";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3993988";"Intrinsic activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992543";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL307341";"AURAPTENE";"None";"298.38";"0";"4.86";"7";"CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1";"Ki";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"19.17";"0.36";"0.86";"14.51";"0";"CHEMBL4142291";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell lysates after 1 hr by gamma counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138184";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";""
"CHEMBL3580911";"";"None";"242.28";"0";"3.06";"7";"COc1ccc2[nH]cc(Cc3ncc(C)o3)c2c1";"EC50";"'='";"989.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3583716";"Agonist activity at human melatonin receptor-1 transfected in CHO cell membranes after 1 hr by GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580567";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3580922";"";"None";"258.28";"0";"1.19";"26";"COc1ccc2[nH]cc(Cc3n[nH]c(=O)n3C)c2c1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3583717";"Agonist activity at human melatonin receptor-1 transfected in CHO cell membranes after 1 hr by GTPgammaS binding assay relative to melatonin";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580567";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3612609";"";"None";"263.41";"0";"1.92";"13";"CCNC(=S)NCC1CCc2ccccc2N1C";"Ki";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"29.07";"0.58";"5.74";"28.05";"0";"CHEMBL3614202";"Displacement of 2-[125I]-Iodomelatonin from human MT1 receptor transfected in CHO cell membranes after 120 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3612602";"";"None";"334.46";"0";"3.92";"8g";"O=C(NCC1CCc2ccccc2N1Cc1ccccc1)C1CCC1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3614203";"Intrinsic activity at human MT1 receptor transfected in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3612609";"";"None";"263.41";"0";"1.92";"13";"CCNC(=S)NCC1CCc2ccccc2N1C";"Emax";"'='";"76.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3614203";"Intrinsic activity at human MT1 receptor transfected in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3612602";"";"None";"334.46";"0";"3.92";"8g";"O=C(NCC1CCc2ccccc2N1Cc1ccccc1)C1CCC1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3614203";"Intrinsic activity at human MT1 receptor transfected in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3612603";"";"None";"262.35";"0";"1.97";"8h";"CCC(=O)NCC1CCc2c(OC)cccc2N1C";"EC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3614203";"Intrinsic activity at human MT1 receptor transfected in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3612606";"";"None";"246.35";"0";"2.35";"8k";"CCCN1c2ccccc2CCC1CNC(C)=O";"EC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3614203";"Intrinsic activity at human MT1 receptor transfected in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611983";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
